MarketName,street,city,County,State,zip
River People Farmers Market,12th Street and Exchange Street,Astoria ,Clatsop,Oregon,97103
Atascadero  Farmers Market,Albertson's parking lot on El Camino Real,Atascadero,San Luis Obispo,California,93422
Atascadero Main Street CFM,Palma & Entrada,Atascadero,San Luis Obispo,California,93422
Atchison Farmers Market,Between 5th and 6th Streets on the south side of Main Street,Atchison,Atchison,Kansas,66002
McMinn County Farmers Market,,Athens,McMinn,Tennessee,
Athens Farmers Market,Wilson Park,Athens,Calhoun,Michigan,49011
Athens Farmers Market,1000 East State Street,Athens,Athens,Ohio,45701
Athens Farmers Market Downtown,301 College Ave,Athens,Clarke,Georgia,30601
Athens Farmers Market,Jefferson St.,Athens,St. Clair,Illinois,62613
"Athens Farmers Market, LLC",705 Sunset Dr,Athens,Clarke,Georgia,30606
Athens Locally Grown,670 W. Broad Street,Athens,Clarke,Georgia,30603
Athens Saturday Market,409 W Green Street,Athens,Limestone,Alabama,35611
Athens Farmers Market at Market Park,106 South Jackson Street,Athens,McMinn,Tennessee,37303
"Athens Farmers Market, L.L.C.",271 W Hancock Ave,Athens,Clarke,Georgia,30601
Nelsonville Farmers Market ,52 Public Square,Athens ,Athens,Ohio,
West Broad Farmers Market and Garden,,Athens-Clarke County unified government (balance),Clarke,Georgia,
Athol Farmers Market,Athol Uptown Common,Athol,Worcester,Massachusetts,1331
The GROVE Farmer's Market,"1879 Glenwood Ave, SE",Atlanta,DeKalb,Georgia,30016
East Lake Farmers Market,2343 Hosea Williams Drive,Atlanta,DeKalb,Georgia,30317
East Atlanta Village Farmers Market ,572 Stokeswood Avenue,Atlanta,Fulton,Georgia,30316
Midday Market @Atlanta Federal Center,61 Forsyth Street,Atlanta,Fulton,Georgia,30303
Freedom Farmers Market at the Carter Center,453 Freedom Pkwy NE ,Atlanta,Fulton,Georgia,30307
Morningside Farmers Market,1393 N. Highland Ave Atlanta GA 30306,Atlanta,Fulton,Georgia,30306
Ponce City Farmers Market on the BeltLine ,675 Ponce de Leon Avenue,Atlanta,DeKalb,Georgia,30308
The Fresh MARTA Market - Tuesdays - West End Station,,Atlanta,Fulton,Georgia,
Green Market at Piedmont Park,1071 Piedmont Ave NE,Atlanta,Fulton,Georgia,30309
The Fresh MARTA Market - Five Points Rail Station   Fridays  3:00-7:00p.m.,30 Alabama Street SW,Atlanta,Fulton,Georgia,30303
Common Ground Farmers Market,7741 Roswell Road,Atlanta,Fulton,Georgia,30350
Grant Park Farmers Market ,600 Cherokee Avenue SE,Atlanta,Fulton,Georgia,30312
Emory Farmers Market,"569 Asbury Circle, Cox Hall Bridge",Atlanta,Fulton,Georgia,30322
SWOOM Farmers Market at Atwood Community Gardens,779 Atwood Street SW,Atlanta,Fulton,Georgia,30310
The Fresh MARTA Market - Bankhead Rail Station   Wednesdays  3:00-7:00p.m.,1335 Donald Lee Hollowell Parkway,Atlanta,Fulton,Georgia,
Peachtree Road Farmers Market,2744 Peachtree Rd,Atlanta,Fulton,Georgia,30305
Jersey Jodi's Farmers Market ,2116 Adams Dr. NW,Atlanta,Fulton,Georgia,30318
The Fresh MARTA Market - H.E. Holmes Rail Station   Wednesdays  3:00-7:00p.m.,70 Hamilton E. Holmes,Atlanta,Fulton,Georgia,30311
Jazam natural farmer market,3039 briarcliff rd ne,Atlanta ,DeKalb,Georgia,
Atlantic Farmers Market,1200 7th Street E.,Atlantic,Cass,Iowa,50022
Produce in the Park,10 West 7th Street,Atlantic ,Cass,Iowa,50022
Atlantic City Farmers' Market,1200 Atlantic Avenue between North & South Carolina Avenues,Atlantic City,Atlantic,New Jersey,8401
Atlantic Highlands Chamber of Commerce Farmers' Market,111 First Avenue,Atlantic Highlands,Monmouth,New Jersey,7716
Attalla City Farmers Market,3rd St N (Hwy 11) beside Jack's Restaurant,Attalla,Etowah,Alabama,39554
"Attleboro Farmers Market, inc",201 County Street,Attleboro ,Bristol,Massachusetts,2703
Central Valley Farmers Market,2877 Atwater Boulevard,Atwater,Merced,California,95301
City of Au Gres Downtown Farmers Market,501 Park Street,Au Gres,Arenac,Michigan,
The Market at Ag Heritage Park,"Lem Morrison and Donahue drives,",Auburn,Lee,Alabama,36849
Auburn Farmer's Market,corner of Fourth Avenue and Mt. Moriah Road,Auburn,Barrow,Georgia,30011
Auburn Farmers Co-op Market Inc.,97 state street,Auburn,Cayuga,New York,13021
Auburn Old Town Farmers Market,Auburn-Folsom Rd. & Lincoln Way,Auburn,Placer,California,95603
Auburn Marketplace Farmers Market,Lincoln Way & Cherry Ave.,Auburn,Placer,California,95603
Auburn Farmers Market,Auburn Presbyterian Church,Auburn,Shawnee,Kansas,66402
City Market,1150 South Gay Street,Auburn,Lee,Alabama,36830
Auburn Dewitt Center Farmers Market,"DeWitt Center, B Avenue at First Street",Auburn,Placer,California,95602
Auburn Farmers Market,1140 Auburn Way S,Auburn,King,Washington,98002
Auburn Farmers Market,"369 Southbridge St, Auburn Library Parking Lot, Rte 12",Auburn,Worcester,Massachusetts,1501
Roseville Sun City Farmers Market,Roseville Square Shopping Center,Auburn,Placer,California,95604
Auburn Farmers Market,Courthouse Square,Auburn,Placer,Indiana,46706
Dutch Pantry Farmers Market,2402 J Street,Auburn,Nemaha,Nebraska,68305
Auburn Farmers' market,67 Mill Street,Auburn ,Androscoggin,Maine,4210
Lake of the Pines Association Certified Farmers Market,11665 Lakeshore North ,Auburn ,Nevada,California,95602
Auburn Hills Farmers Market,Auburn and Squirrel Road,Auburn Hills,Oakland,Michigan,48326
Audubon Farmers Market,"City Park, east side",Audubon,Audubon,Iowa,50025
Augusta Farmers' Market at Mill Park,1 Water St. Mill Park,Augusta,Kennebec,Maine,4330
Veggie Truck Farmers Market,1850 Broad St.,Augusta,Richmond,Georgia,30904
Sussex County Farmers Market at the Fairgrounds,37 Plains Rd.,Augusta,Sussex,New Jersey,7822
Farmers' Market at Mill Park,1 Northern Ave,Augusta,Kennebec,Maine,4330
Saturday Farmers Market on Broad,"Macartan St., beside Health Central",Augusta,Richmond,Georgia,30901
Village of Aurora Farmers Market,Main Street (Route 90),Aurora,Cayuga,New York,13026
Open Farmers' Market of Aurora,Oak & Church St,Aurora,Lawrence,Missouri,65605
Aurora Local Farmer's Market - Summer Market,2031 S. Elliott Ave.,Aurora,Lawrence,Missouri,65605
Southlands Farmer's Market ,Smoky Hill Road and E470,Aurora,Arapahoe,Colorado,80013
Aurora Local Farmers' Market,2031 S. Elliott,Aurora,Lawrence,Missouri,65605
Aurora's Farmers Market Downtown,233 North Broadway,Aurora ,Kane,Illinois,60505
Aurora Local Farmers' Market - Winter Market,Highway 60 and 39,Aurora ,Lawrence,Missouri,65605
Aurora's Farmers Market East,701 South Eola Road,Aurora ,DuPage,Illinois,60607
Aurora's Farmers Market West,1901 West Galena Blvd.,Aurora ,Kane,Illinois,60506
Ausable Valley Farmers Market,,Ausable Forks,Essex,New York,12912
Barton Creek Farmers Market,2901 Capital of TX Hwy. S.,Austin,Travis,Texas,78746
HOPE Farmers Market,412 Comal Street,Austin,Travis,Texas,78703
Burnet Road Farmers' Market,6701 Burnet Road Market,Austin,Austin,Texas,78757
Barton Creek Farmers Market (Highland Mall),Highland Mall - 6001 Airport Blvd,Austin,Travis,Texas,78752
Green Gate Farms,8310 Canoga Avenue,Austin,Travis,Texas,78724
Austin Farmers' Market,501 Oakland Ave. East,Austin,Mower,Minnesota,55912
South Austin Farmers Market,2910 S. Congress,Austin,Travis,Texas,78745
Texas Farmers' Market at Mueller,4209 Airport Blvd. ,Austin,Travis,Texas,78722
SFC Farmers' Market Downtown,422 Guadalupe Street ,Austin ,Travis,Texas,78701
Farmers Market Place LLC,1209 18th Ave NW,Austin ,Mower,Minnesota,55912
SFC Farmers' Market at Sunset Valley ,3200 Jones Rd. ,Austin/Sunset Valley,Travis,Texas,78745
Austintown Farmers Market,6000 Kirk Road (Austintown Township Park),Austintown,Mahoning,Ohio,44515
Ava Farmers Market,Main St. & Fifth,Ava,Jackson,Illinois,62907
Ava Growers' Market,Center of the Square,Ava ,Douglas,Missouri,65608
Avon Market Days,270 East Main St.,Avon,Livingston,New York,14414
Avon Farmers Market,8190 E US Highway 36,Avon,Hendricks,Indiana,
Farmington Valley Farmers Market,124 Simsbury Rd ,Avon ,Hartford,Connecticut,6001
Avon Lake Farmers Market,32801 Electric Blvd,Avon Lake,Lorain,Ohio,44012
New Garden Growers Market,8943 Newport Gap Pike,Avondale borough,Chester,Pennsylvania,19311
Awendaw Farmers and Fresh Seafood Market,6971 Doar Rd.,Awendaw,Charleston,South Carolina,29429
Ayer Farmers Market,"70 Main Street, MBTA Parking lot",Ayer,Middlesex,Massachusetts,1432
Aztec Farmers' Market,401 NE Aztec Blvd.,Aztec,San Juan,New Mexico,
MOUNT LAUREL FARMERS MARKET,38 MANNING PLACE,BIRMINGHAM,Shelby,Alabama,35242
LINN PLACE MARKET,20TH STREET and PARK PLACE,BIRMINGHAM,Jefferson,Alabama,35203
UAB Farmers Market,18th Street South and 6th Ave. South,BIRMINGHAM,Jefferson,Alabama,35233
Lutheran Market,150 55th Street,BROOKLYN,New York,New York,11220
Coney Island Farmers Market,WEST 16 STREET SURF AVE,BROOKLYN,Kings,New York,11224
Bagley Area Farmrs Market,US Highway 2 and Getchell Avenue,Bagley,Clearwater,Minnesota,56621
Bainbridge Farmers Market,300 N Broad St,Bainbridge,Decatur,Georgia,39817
Bainbridge Island Farmers' Market,280 Madison Avenue North,Bainbridge Island,Kitsap,Washington,98110
Akers of Strawberries,1054 Melton Road,Baker,Okaloosa,Florida,32531
Brooks Farm Market,,Baker,Okaloosa,Florida,
Baker City Farmers Market,2600 East Street,Baker City,Baker,Oregon,97814
Bakersfield Wall St. Alley Farmers Market,30th & F Street,Bakerfield,Kern,California,93309
East Bakersfield Community Health Center CFM,815 Dr. Martin Luther King Jr Blvd.,Bakersfield,Kern,California,
Mount Elgon Farmers Market,411 Martin Luther King Jr.,Bakersfield,Kern,California,93307
Valley Farmers' Market Association LLC,"3201 ""F"" Street",Bakersfield,Kern,California,
Central Park FM,19Th St. and Q St.,Bakersfield,Kern,California,
Bakersfield Health Dept CFM,1800 Mt. Vernon Ave.,Bakersfield,KERN,California,
Brimhall CFM,9500 Brimhall Road,Bakersfield,Kern,California,
Bakersville Farmers Market,86 North Mitchell Avenue,Bakersviile,Mitchell,North Carolina,28705
Eden's Organic Garden Center ,4710 Pioneer Road,Balch Springs ,Dallas,Texas,75180
Baldwin's Main St. Farmers Market,Main St. and 6th Ave.,Baldwin,St. Croix,Wisconsin,54002
Baldwin City Farmers' Market,High Street (Downtown),Baldwin City,Douglas,Kansas,66006
Baldwin Park Farmers Market,Baldwin Park - Cesar Chavez & Ramond,Baldwin Park,Los Angeles,California,91706
Baldwin Farmers Market,2754 Grand Ave,"Baldwin, Nassau County",,New York,11510
Greater Baldwinsville & Camillus Farmers' Market (Baldwinsville Location),50 Salina Street ,Baldwinsville,Onondaga,New York,13027
Ballston Spa Farmers Market,"Wiswall Park, Front & Low Streets",Ballston Spa,Saratoga,New York,12020
Malta Farmers' Market,2570 Route 9 ,Ballston Spa,Saratoga,New York,12020
Balsam Lake Farmers Market,Pine Park,Balsam Lake,Polk,Wisconsin,54810
BMI Farmers' Market,1415 Key Highway,Baltimore,Baltimore City,Maryland,21230
Mt. Washington Whole Foods Farmers Market,1330 Smith Avenue,Baltimore,Baltimore City,Maryland,21209
Fells Point Farmers' Market,700 S Broadway,Baltimore,Baltimore City,Maryland,2011
Federal Hill Farmers Market at Light Street Church,809 Light Street,Baltimore,Baltimore City,Maryland,21230
State Center Community Farmers' Market,300 West Preston Street,Baltimore,Baltimore City,Maryland,21201
Green Spring Station Farmers Market,10751 Falls Road,Baltimore,Baltimore,Maryland,21212
Charles Street Farmers' Market,Lanvale Ave at the 1700 Block of Charles Street,Baltimore,Baltimore City,Maryland,21201
Druid Hill Farmers' Market,3100 Swann Drive,Baltimore,Baltimore City,Maryland,21217
Highlandtown Farmers' Market,400 block of South Conkling Street,Baltimore,Baltimore City,Maryland,21224
University Farmers' Market,University Plaza Park Along Paca Street,Baltimore,Baltimore City,Maryland,21201
Howard Park Community Farmers Market,3500 Block Woodbine Avenue,Baltimore,Baltimore City,Maryland,21207
The Avenue at White Marsh Farmers Market,8125 Honeygo Blvd,Baltimore,Baltimore,Maryland,21236
Green Spring Station Winter Farmers Market,Falls Rd. & Joppa Road,Baltimore,Baltimore,Maryland,21093
Baltimore Farmers' Market,400 unit block of Saratoga Street,Baltimore,Baltimore City,Maryland,21210
Go Life / Cylburn Farmers' Market,2605 Bannister Road,Baltimore,Baltimore City,Maryland,21215
Govanstowne Farmers' Market,5104 York Road,Baltimore,Baltimore City,Maryland,21212
Pigtown Community Farmers Market,Washington Boulevard and Bayard Street,Baltimore,Baltimore City,Maryland,21230
Eastpoint Farmers' Market,7839 Eastern Avenue,Baltimore,Baltimore,Maryland,21224
32nd Street/Waverly Farmers Market,E. 32nd & Barclay Street,Baltimore,Baltimore,Maryland,21218
Tuesday Market in Lauraville,4500 Harford Road,Baltimore,Baltimore City,Maryland,21214
Village Farmers Market,4501 Edmondson Ave,Baltimore,Baltimore City,Maryland,21229
Park Heights Community Farmers Market,5201 Park Heights Avenue,Baltimore,Baltimore City,Maryland,21215
Fresh Friday Farmers Market sponsored by Kaiser Permanente,10 Hopkins Plaza,Baltimore,Baltimore City,Maryland,21201
Village of Cross Keys Farmers Market,5100 Falls Road,Baltimore,Baltimore City,Maryland,21210
Johns Hopkins Hospital Farmers' Market,1900 McElderry Street,Baltimore,Baltimore City,Maryland,21205
Bandera Farmers Market, 702 Main St,Bandera,Bandera,Texas,78003
Old Town Marketplace Bandon,250 First St. SW,"Bandon, Oregon",Coos,Oregon,97411
Ohio Street Farmers' Market,1192 Ohio St.,Bangor,Penobscot,Maine,4401
Bangor Farmers Market,Center St. & Monroe St.,Bangor,Van Buren,Michigan,49056
Bangor Farmers' Market,Corner of Franklin and Harlow Streets,Bangor,Penobscot,Maine,4401
Bar Harbor Eden Farmers' Market,21 Park Street (@ Main Street),Bar Harbor,Hancock,Maine,4609
NDS Downtown Barberton Farmers' Market,3rd Street NW between W. Tuscarawas and W. Park,Barberton ,Summit,Ohio,44203
Barberville Family Farm Swap & Market,Lemmon road and Highway 40,Barberville,Volusia,Florida,32130-0732
Bardstown Farmers Market,East Flaget,Bardstown,Nelson,Kentucky,40004
Carlisle County Farmers Market,Highway 51,Bardwell,Carlisle,Kentucky,42023
Barker Farmers Market,"Main St., & Quaker Rd.",Barker,Niagara,New York,14012
Big Ivy Tailgate Market,540 Dillingham Rd,Barnardsville,Buncombe,North Carolina,28709
Barnegat Farmers Market,East Bay Ave. and Rt. 9,Barnegat,Ocean,New Jersey,8005
Barnesville Farmers Market, 300 E.Church St.,Barnesville,Belmont,Ohio,43713
Barnesville/Lamar County Farmers Market,Market Street,Barnesville,Lamar,Georgia,30204
Captina Produce Auction,39050 West Captina Highway,Barnesville,Belmont,Ohio,43713
Kuyahoora Valley Farmers Market,5 Blue Heron Dr.,Barneveld,Herkimer,New York,13304
City of Barnwell Farmers' Market,9987 Dunbarton Blvd.,Barnwell ,Barnwell,South Carolina,29812
El Mercado Familiar,,Barranquitas,Barranquitas,Puerto Rico,794
Barre Farmer's Market,,Barre,Worcester,Massachusetts,1005
Barre Farmers Market,Currier Park,Barre,Washington,Vermont,5641
Haines State Park Farmers' Market,Haines Memorial State Park,Barringon,Bristol,Rhode Island,
Barrington Farmers Market,Int. Rts. 9 & 25,Barrington,Strafford,New Hampshire,3825
Barrington Farmers Market,Cook and Lake Cook Roads,Barrington,Cook,Illinois,60010
Country Lane Farmers Market,1642 16th St,Barron,Barron,Wisconsin,54812
Barryville Farmers' Market,3385 Route 97,Barryville,Sullivan,New York,12719
Barstow Market Festival Farmers Market,"East Main St.,From Barstow to 2nd",Barstow,San Bernardino,California,92312
Calvert County Farmers Market - Barstow,130 Calvert Fair Drive,Barstow,Calvert,Maryland,20610
Bartlesville Farmers Market,217 Southeast Adams Boulevard,Bartlesville,Washington,Oklahoma,74003
Bartlett Station Farmers Market,2629 Bartlett Blvd,Bartlett,Shelby,Tennessee,38134
Bartlett Farmers Market,203 Main St.,Bartlett,Cook,Illinois,60103
Lion's Park and Midland Spur Rd.,,Basalt,Eagle,Colorado,
Basalt Sunday Market,Lion's Park and Midland Spur Rd.,Basalt,Eagle,Colorado,
Basin Farmers Market,,Basin,Big Horn,Wyoming,82410
Bassett Farmers Market,200 Clark St.,Bassett,Rock,Nebraska,68714
Rock County Farmers Market,124 Clark Street,Bassett ,Rock,Nebraska,68714
Bastrop 1832 Farmers Market,1302 Chestnut Street,Bastrop,Bastrop,Texas,78602
Batavia Farmers Market,28 S.Waters St.,Batavia,Kane,Illinois,60510
The YWCA's Market at North Street,301 North Street,Batavia,Genesee,New York,14020
"Genesee Country Farmers Market, Inc","Batavia Downs parking lot, 8315 Park Road",Batavia,Genesee,New York,
"Utopia Farmers Market, LLC",133 North Hendrix Street,Batesburg-Leesville,Lexington,South Carolina,29070
Square Market,Public Square,Batesville,Panola,Mississippi,38606
The Green Market at Walhill Farm,857 Six Pine Ranch Road,Batesville,Ripley,Indiana,47006
Bath Winter and Summer Market,Water Front Park(summer) 150 Congress Ave (Winter),Bath,Sagadahoc,Maine,4530
Bath Farmers Market,"13751 Main St, Bath, MI 48808",Bath,Clinton,Michigan,48808
Red Stick Farmers Market - Thursday Year Round,6400 Perkins Road,Baton Rouge,East Baton Rouge,Louisiana,70808
Red Stick Farmers Market  - Tuesday Seasonal,7711 Goodwood Boulevard,Baton Rouge,East Baton Rouge,Louisiana,70806
Red Stick Mobile Farmers Market - Wednesday North Baton Rouge,7717 Howell Boulevard,Baton Rouge,East Baton Rouge,Louisiana,70807
Red Stick Farmers Market - Saturday Downtown Year Round,501 Main Street,Baton Rouge,East Baton Rouge,Louisiana,70802
Battle Creek Farmers Market,25 S McCamly,Battle Creek,Calhoun,Michigan,49034
Sprout's Fresh on Wheels Veggie Van,Various mobile locations on website,Battle Creek ,Calhoun,Michigan,49016
Wilson's Creek Farmers Market,5010 S. FF Hwy,Battlefield,Greene,Missouri,65619
Fresh Start Farmers Market,804 Main Street West,Baudette,Lake of the Woods,Minnesota,56623
Baxter Farmers Market,Parking lot of Revolution Cycle,Baxte,Jasper,Iowa,55028
Lakes Area Growers Market,7915 MN-210 ,Baxter ,Crow Wing,Minnesota,56425
Downtown Bay City Farmers Market,318 Sixth St,Bay City,Bay,Michigan,48708
City Market,401 Center Avenue Suite 100,Bay City,Bay,Michigan,48708
Bay County Farmers Market,105 Adams St,Bay City,Bay,Michigan,48708
South Shore Farmers Market,2900 South Shore Drive,Bay View,Milwaukee,Wisconsin,53207
Bayfield Downtown Farmers Market,Mill Street at Joe Stephenson Park,Bayfield,La Plata,Colorado,81122
Bayfield Lion's Club Farmers Market,,Bayfield,Bayfield,Wisconsin,54814
Chimney Rock Farms ,500 County Road 175,Bayfield ,La Plata,Colorado,81122
Bayport Farmers Market,,Bayport,Washington,Minnesota,55003
G&G Winter Farmers Market ,Bayville Ave,Bayville,Nassau,New York,11709
Baywood Los Osos Farmers Market,2nd & Santa Maria Streets by the bay,Baywood,San Luis Obispo,California,93402
