MarketName,city,County,State,zip
Baldwin Farmers Market,"Baldwin, nassau county",,New York,11510
Greater Baldwinsville & Camillus Farmers' Market (Baldwinsville Location),Baldwinsville,Onondaga,New York,13027
Ballston Spa Farmers Market,Ballston spa,Saratoga,New York,12020
Malta Farmers' Market,Ballston spa,Saratoga,New York,12020
Balsam Lake Farmers Market,Balsam lake,Polk,Wisconsin,54810
Eastpoint Farmers' Market,Baltimore,Baltimore,Maryland,21224
Druid Hill Farmers' Market,Baltimore,Baltimore City,Maryland,21217
Tuesday Market in Lauraville,Baltimore,Baltimore City,Maryland,21214
32nd Street/Waverly Farmers Market,Baltimore,Baltimore,Maryland,21218
Park Heights Community Farmers Market,Baltimore,Baltimore City,Maryland,21215
Fresh Friday Farmers Market sponsored by Kaiser Permanente,Baltimore,Baltimore City,Maryland,21201
Village of Cross Keys Farmers Market,Baltimore,Baltimore City,Maryland,21210
Pigtown Community Farmers Market,Baltimore,Baltimore City,Maryland,21230
Baltimore Farmers' Market,Baltimore,Baltimore City,Maryland,21210
Govanstowne Farmers' Market,Baltimore,Baltimore City,Maryland,21212
Village Farmers Market,Baltimore,Baltimore City,Maryland,21229
Go Life / Cylburn Farmers' Market,Baltimore,Baltimore City,Maryland,21215
Johns Hopkins Hospital Farmers' Market,Baltimore,Baltimore City,Maryland,21205
State Center Community Farmers' Market,Baltimore,Baltimore City,Maryland,21201
Mt. Washington Whole Foods Farmers Market,Baltimore,Baltimore City,Maryland,21209
BMI Farmers' Market,Baltimore,Baltimore City,Maryland,21230
Fells Point Farmers' Market,Baltimore,Baltimore City,Maryland,2011
The Avenue at White Marsh Farmers Market,Baltimore,Baltimore,Maryland,21236
Highlandtown Farmers' Market,Baltimore,Baltimore City,Maryland,21224
University Farmers' Market,Baltimore,Baltimore City,Maryland,21201
Charles Street Farmers' Market,Baltimore,Baltimore City,Maryland,21201
Green Spring Station Farmers Market,Baltimore,Baltimore,Maryland,21212
Howard Park Community Farmers Market,Baltimore,Baltimore City,Maryland,21207
Green Spring Station Winter Farmers Market,Baltimore,Baltimore,Maryland,21093
Federal Hill Farmers Market at Light Street Church,Baltimore,Baltimore City,Maryland,21230
Bandera Farmers Market,Bandera,Bandera,Texas,78003
Old Town Marketplace Bandon,"Bandon, oregon",Coos,Oregon,97411
Bangor Farmers' Market,Bangor,Penobscot,Maine,4401
Bangor Farmers Market,Bangor,Van Buren,Michigan,49056
Ohio Street Farmers' Market,Bangor,Penobscot,Maine,4401
banning market night,Banning,Riverside,California,92220
Bar Harbor Eden Farmers' Market,Bar harbor,Hancock,Maine,4609
NDS Downtown Barberton Farmers' Market,Barberton ,Summit,Ohio,44203
Barberville Family Farm Swap & Market,Barberville,Volusia,Florida,32130-0732
Bardstown Farmers Market,Bardstown,Nelson,Kentucky,40004
Carlisle County Farmers Market,Bardwell,Carlisle,Kentucky,42023
Barker Farmers Market,Barker,Niagara,New York,14012
Big Ivy Tailgate Market,Barnardsville,Buncombe,North Carolina,28709
Barnegat Farmers Market,Barnegat,Ocean,New Jersey,8005
Barnesville Farmers Market,Barnesville,Belmont,Ohio,43713
Barnesville/Lamar County Farmers Market,Barnesville,Lamar,Georgia,30204
Captina Produce Auction,Barnesville,Belmont,Ohio,43713
Kuyahoora Valley Farmers Market,Barneveld,Herkimer,New York,13304
City of Barnwell Farmers' Market,Barnwell ,Barnwell,South Carolina,29812
El Mercado Familiar,Barranquitas,Barranquitas,Puerto Rico,794
Barre Farmer's Market,Barre,Worcester,Massachusetts,1005
Barre Farmers Market,Barre,Washington,Vermont,5641
Haines State Park Farmers' Market,Barringon,Bristol,Rhode Island,
Barrington Farmers Market,Barrington,Cook,Illinois,60010
Barrington Farmers Market,Barrington,Strafford,New Hampshire,3825
Country Lane Farmers Market,Barron,Barron,Wisconsin,54812
Barryville Farmers' Market,Barryville,Sullivan,New York,12719
Barstow Market Festival Farmers Market,Barstow,San Bernardino,California,92312
Calvert County Farmers Market - Barstow,Barstow,Calvert,Maryland,20610
Bartlesville Farmers Market,Bartlesville,Washington,Oklahoma,74003
Bartlett Station Farmers Market,Bartlett,Shelby,Tennessee,38134
Bartlett Farmers Market,Bartlett,Cook,Illinois,60103
Lion's Park and Midland Spur Rd.,Basalt,Eagle,Colorado,
Basalt Sunday Market,Basalt,Eagle,Colorado,
Basin Farmers Market,Basin,Big Horn,Wyoming,82410
Bassett Farmers Market,Bassett,Rock,Nebraska,68714
Rock County Farmers Market,Bassett ,Rock,Nebraska,68714
Bastrop 1832 Farmers Market,Bastrop,Bastrop,Texas,78602
Batavia Farmers Market,Batavia,Kane,Illinois,60510
The YWCA's Market at North Street,Batavia,Genesee,New York,14020
"Genesee Country Farmers Market, Inc",Batavia,Genesee,New York,
"Utopia Farmers Market, LLC",Batesburg-leesville,Lexington,South Carolina,29070
Square Market,Batesville,Panola,Mississippi,38606
The Green Market at Walhill Farm,Batesville,Ripley,Indiana,47006
Bath Winter and Summer Market,Bath,Sagadahoc,Maine,4530
Bath Farmers Market,Bath,Clinton,Michigan,48808
Red Stick Farmers Market - Saturday Downtown Year Round,Baton rouge,East Baton Rouge,Louisiana,70802
Red Stick Mobile Farmers Market - Wednesday North Baton Rouge,Baton rouge,East Baton Rouge,Louisiana,70807
Grow Baton Rouge Farmers Market,Baton rouge,East Baton Rouge,Louisiana,70802
Red Stick Farmers Market - Thursday Year Round,Baton rouge,East Baton Rouge,Louisiana,70808
Red Stick Farmers Market  - Tuesday Seasonal,Baton rouge,East Baton Rouge,Louisiana,70806
Battle Creek Farmers Market,Battle creek,Calhoun,Michigan,49034
Sprout's Fresh on Wheels Veggie Van,Battle creek ,Calhoun,Michigan,49016
Wilson's Creek Farmers Market,Battlefield,Greene,Missouri,65619
Fresh Start Farmers Market,Baudette,Lake of the Woods,Minnesota,56623
Baxter Farmers Market,Baxte,Jasper,Iowa,55028
Lakes Area Growers Market,Baxter ,Crow Wing,Minnesota,56425
Downtown Bay City Farmers Market,Bay city,Bay,Michigan,48708
City Market,Bay city,Bay,Michigan,48708
Bay County Farmers Market,Bay city,Bay,Michigan,48708
South Shore Farmers Market,Bay view,Milwaukee,Wisconsin,53207
Bayfield Downtown Farmers Market,Bayfield,La Plata,Colorado,81122
Bayfield Lion's Club Farmers Market,Bayfield,Bayfield,Wisconsin,54814
Chimney Rock Farms ,Bayfield ,La Plata,Colorado,81122
Bayport Farmers Market,Bayport,Washington,Minnesota,55003
G&G Winter Farmers Market ,Bayville,Nassau,New York,11709
Baywood Los Osos Farmers Market,Baywood,San Luis Obispo,California,93402
Baywood/Los Osos Certified Farmers Market,Baywood ,San Luis Obispo,California,93412
Yarker at Beach Gardens,Beach,Golden Valley,North Dakota,
St. Paul's Farmers Market,Beachwood,Ocean,New Jersey,
North Union Farmers Market at Cleveland Clinic Beachwood,Beachwood,Cuyahoga,Ohio,44122
Beacon Farmers Market (Summer),Beacon,Dutchess,New York,12508
Beatrice Farmers Market Indian Creek Mall,Beatrice,Gage,Nebraska,68310
Pigeon Point Farmers Market,Beaufort,Beaufort,South Carolina,
Olde Beaufort Farmers' Market,Beaufort,Carteret,North Carolina,28516
Downtown Beaufort Farmers Market,Beaufort,Beaufort,South Carolina,29902
Beaumont Farmers' Market,"Beaumont, ",Jefferson,Texas,77707
Beaver County Fruit Company I,Beaver,Beaver,Pennsylvania,15009
Beaver City Farmers Market,Beaver city,Furnas,Nebraska,
Heritage Village Farmers Market,Beaver dam,St. Croix,Wisconsin,53916
Beaver Dam Farmer's Market,"Beaver dam, kentucky",Ohio,Kentucky,42320
Chippewa Farmers' Market ,Beaver falls,Beaver,Pennsylvania,15010
Beaver Falls Farmers Market,Beaver falls,Beaver,Pennsylvania,15010
Beaverton Farmers Market,Beaverton,Washington,Oregon,97075
Beaverton Farmers Market - Wednesday,Beaverton ,Washington,Oregon,97075
Farmers Market,Beckley ,Raleigh,West Virginia,25801
Bedford Farmers Market,Bedford,Hillsborough,New Hampshire,3110
Bedford Farmers Market,Bedford,Lawrence,Indiana,47421
Downtown Bedford Farmers Market,Bedford,Bedford,Pennsylvania,15522
Bedford Hills Winter Farmers' Market,Bedford hills,Westchester,New York,10507
Bedminster Farmers Market,Bedminster,Somerset,New Jersey,7921
Lone Star Farmers Market,Bee cave,Travis,Texas,78738
Bel Air Farmers' Market,Bel air,Harford,Maryland,21014
Belchertown Farmers Market,Belchertown,Hampden,Massachusetts,1007
Belding Beatnik Bazaar,Belding,Ionia,Michigan,48809
Belen Farmers' Market,Belen,Valencia,New Mexico,
Belfair Farmers Market,Belfair,Mason,Washington,98528
Belfast Farmers' Market,Belfast,Waldo,Maine,4915
Reny's Farmers' Market,Belfast,Waldo,Maine,
United Farmers Market of Maine,Belfast,Waldo,Maine,4915
Belgrade Lions Farmers Market,Belgrade,Gallatin,Montana,59714
Belington Farmers Market,Belington,Barbour,West Virginia,25250
Bella Vista CFM,Bella vista,Shasta,California,
Bella Vista Farmers Market,Bella vista,Shasta,Arkansas,72714
Bellaire Farmers Market,Bellaire,Antrim,Michigan,49615
Ohio Valley Farmers Market - Bellaire,Bellaire,Belmont,Ohio,43906
Traverse Bay Farms Farmers Market,Bellaire,Antrim,Michigan,49615
JPG Tri State Farmers Market,Belle fourche,Butte,South Dakota,57717
Belle Plaine Farmers Market,Belle plaine ,Benton,Iowa,
Belleair's Market on the Mall,Belleair,Pinellas,Florida,33756
Logan County Farmers Market,Bellefontaine,Logan,Ohio,43311
Bellefonte FM,Bellefonte,Centre County,Pennsylvania,
Bellefonte DE Farmers Market,Bellefonte ,New Castle,Delaware,19809
Markets of Marion Flea market/ farmers market,Belleview,Marion County,Florida,
Belleville Farmers Market,Belleville,Wayne,Michigan,48111
Belleville Farmers' Market & Livestock,Belleville,Mifflin,Pennsylvania,17004
Concordia Farmers,Belleville,Republic,Kansas,66935
Belleville Farmer's Market,Belleville ,Republic,Kansas,66935
Belleville Old Town Market,Belleville ,St. Clair,Illinois,62220
Bellevue Farmers Market,Bellevue,Eaton,Michigan,49021
Bellevue Area Farmers Market,Bellevue,Jackson,Iowa,52031
Bellevue Farmers Market,Bellevue,King,Washington,98004
Bellevue Farmers' Market,Bellevue,Sarpy,Nebraska,68005
Crossroads Bellevue Farmers Market,Bellevue,King,Washington,98008
Bellflower Farmers Market,Bellflower,Los Angeles,California,90706
Bellingham Farmers Market,Bellingham,Whatcom,Washington,98226
Greater Falls Farmers Market,Bellows falls,Windham,Vermont,5101
Greater Bellport Community Youth Farmers Market,Bellport,Suffolk,New York,11713
Bellville Farmers Market,Bellville,Richland,Ohio,44813
Belmond Area Farmers Market,Belmond,Wright,Iowa,50421
Belmont Certified Farmers' Market,Belmont,San Mateo,California,94002
Belmont Farmers Market,Belmont,Allegany,New York,14813
Belmont Farmers Market NC,Belmont,Gaston,North Carolina,28012
Belmont Farmers' Market,Belmont,Middlesex,Massachusetts,2478
Bear Creek Farmers Market,Belmont,Tishomingo,Mississippi,38827
Downtown Beloit Farmer's Market,Beloit,Rock,Wisconsin,53511
Red Barn Market,Belpre,Washington,Ohio,45714
Belton Farmers Market,Belton,Anderson,South Carolina,29627
Bell County Farmers Market Association I,Belton,Bell,Texas,76513
Belton Farmers Market,Belton ,Cass,Missouri,64012
USDA Beltsville Farmers' Market,Beltsville,Prince George's,Maryland,20705
Belvidere Farmer's Market,Belvidere,Boone,Illinois,61008
Belvidere's Hometown Market,Belvidere,Boone,Illinois,61008
Belvidere NJ Farmer's Market,Belvidere,Warren,New Jersey,7823
Bemidji's Natural Choice Farmers Market,Bemidji,Beltrami,Minnesota,56601
Bemidji Area Farmers Market,Bemidji ,Beltrami,Minnesota,56601
Bend Farmers Market,Bend,Deschutes,Oregon,97075
Benica Certified Farmers Market,Benicia,Solano,California,94510
Bennet Farmers' Market,Bennet,Lancaster,Nebraska,68317
Farmers & Artisans Community Market,Bennett ,Adams,Colorado,80102
Marlboro County Farmers Market,Bennettsville,Marlboro,South Carolina,29512
Walloomsac Farmers' Market,Bennington,Bennington,Vermont,5201
Bensenville French Market,Bensenville,DuPage,Illinois,60105
Benton Farmers Market,Benton,Franklin,Illinois,62812
Benton Farmers' Market,Benton,Bossier,Louisiana,71006
Benton Farmers Market,Benton,Saline,Arkansas,72018
Benton City Community Market,Benton city,Benton,Washington,99320
Benton Harbor Farmers Market,Benton harbor,Berrien,Michigan,49022
Bentonville Farmers Market - Wednesday,Bentonville,Benton,Arkansas,72712
Bentonville Farmers Market - Saturday,Bentonville,Benton,Arkansas,72712
Grow Benzie Farmers Market,Benzonia,Benzie,Michigan,49616
Berea Farmer's Market,Berea,Madison,Kentucky,40403
South Berkeley Farmers' Market,Berkeley,Alameda,California,94703
North Berkeley Farmers' Market,Berkeley,Alameda,California,94709
Downtown Berkeley Farmers' Market,Berkeley,Alameda,California,94704
Berkeley Lakeside Market,Berkeley lake,Gwinnett,Georgia,30096
Berkeley Springs Farmers Market,Berkeley springs,Morgan,West Virginia,25411
Berkey Farmers Market,Berkey,Lucas,Ohio,43504
BERLIN FARMERS MARKET,Berlin,Hartford,Connecticut,6037
Berlin  Farmers' Market,Berlin,Worcester,Maryland,21811
Our Valley Community Farmers' Market,Berlin,Rensselaer,New York,12022
AGH Wellness Committee Farmer's Market,Berlin,Worcester,Maryland,21811
Good Earth Herbs,Berlin,Holmes,Ohio,
Berlin Local Works Farmers' Market,Berlin ,Coos,New Hampshire,3570
Berlin Farmers & Artists Market,Berlin ,Green Lake,Wisconsin,54923
Zia Bernalillo Farmers' Market,Bernalillo,Sandoval,New Mexico,
Bernardston Farmers' Market,Bernardston,Franklin,Massachusetts,1337
berryville farmers' market,Berryville,Carroll,Arkansas,72616
Clarke County Farmers Market,Berryville,Clarke,Virginia,22611
Berthoud Local Farmers Market,Berthoud,Larimer,Colorado,80513
Berwick Winter Farmers Market,Berwick,York,Maine,3901
Berwyn Township Farmer's Market,Berwyn,Cook,Illinois,60402
Bessemer Farmers Market at Medical West,Bessemer,Jefferson,Alabama,35022
BESSEMER FARMERS MARKET,Bessemer,Jefferson,Alabama,35020
The Children's Center Farmers Market,Bethany,Oklahoma,Oklahoma,73008
Bethany Farmers Market,Bethany,New Haven,Connecticut,6524
Bethany Farmers Market,Bethany,Oklahoma,Oklahoma,
Bethany Farmers' Market,Bethany,Harrison,Missouri,64424
The Farmers' Market at Sea Colony,Bethany beach,Sussex,Delaware,19930
Bethany Beach Farmers' Market,Bethany beach ,Sussex,Delaware,19930
Bethel Farmers Market,Bethel,Fairfield,Connecticut,6801
Harvest Festival at Bethel Woods,Bethel,Sullivan,New York,12754
Bethel Farmers Market,Bethel,Windsor,Vermont,5089
Bethel Farmers Market,Bethel,Oxford,Maine,4217
Bethesda - Farm Women's Market,Bethesda,Montgomery,Maryland,20814
Bethesda Central Farm Market,Bethesda ,Montgomery,Maryland,20814
Local Works Bethlehem Farmers' Market,Bethlehem,Grafton,New Hampshire,
St. Luke's SteelStacks Farmers Market,Bethlehem,Northampton,Pennsylvania,18015
Bethlehem Farmers' Market,Bethlehem,Lehigh,Pennsylvania,18015
Bettendorf Farmers' Market,Bettendorf ,Scott,Iowa,52722
Sakakewea Farmers Market of Beulah,Beulah,Mercer,North Dakota,
Elkins Farmers Market - The Marketplace,Beverly,Randolph,West Virginia,26253
Beverly Farmers Market,Beverly,Essex,Massachusetts,1915
Beverly Hills Farmers Market,Beverly hills,Los Angeles,California,90210
Bexley Farmers Market,Bexley,Franklin,Ohio,43209
Baldwin Lake Vegetable Market,Big bear city,San Bernardino,California,92314
Big Lake Winter Farmers Market,Big lake,Sherburne,Minnesota,55309
Big Lake Farmers Market,Big lake,Sherburne,Minnesota,55309
Big Rapids Farmers' Market,Big rapids,Mecosta,Michigan,49307
Downtown Big Rapids Farmers Market ,Big rapids,Mecosta,Michigan,49307
Esther's Place,Big rock,Kane,Illinois,60511
Big Sky Farmers Market,Big sky,Gallatin,Montana,59716
Big Stone Gap Farmers Market,Big stone gap,Wise,Virginia,24219
Big Timber Farmers Market,Big timber,Sweet Grass,Montana,59011
Bigfork Farmers' Market Cooperative,Bigfork ,Flathead,Montana,59911
Bigfork Farmers' Market Cooperative,Bigfork ,Flathead,Montana,59911
Billerica Farmers Market,Billerica,Middlesex,Massachusetts,1821
Healthy By Design Gardeners' Market ,Billings,Yellowstone,Montana,59101
Yellowstone Valley Farmers Market,Billings,Yellowstone,Montana,59101
Clover Leaf Market,Billings ,Christian,Missouri,65610
Charles R. Hegwood Farmers Market,Biloxi,Harrison,Mississippi,39530
Downtown Binghamton Farmers Market,Binghamton,Broome,New York,13901
Broome County Regional Farmers Market,Binghamton,Broome,New York,13905
Northside Farmers Market,Binghamton,Broome,New York,
Otsiningo Park Farmers' Market,Binghamton,Broome,New York,13905
Birch Run Farmers' Market,Birch run,Saginaw,Michigan,48415
Acme Ranch Truck Patch,Birch tree,Shannon,Missouri,65438
Bird-in-Hand Farmers Market,Bird-in-hand,Lancaster,Pennsylvania,17505
Jefferson County Truck Growers Association,Birmingham,Jefferson,Alabama,35204
Valleydale Farmers Market,Birmingham,Shelby,Alabama,35242
Mt Laurel Farmers Market,Birmingham,Shelby,Alabama,35242
East Lake Farmers Market,Birmingham,Jefferson,Alabama,35206
LINN PLACE MARKET,Birmingham,Jefferson,Alabama,35203
UAB Farmers Market,Birmingham,Jefferson,Alabama,35233
MOUNT LAUREL FARMERS MARKET,Birmingham,Shelby,Alabama,35242
The Market at Pepper Place,Birmingham ,Jefferson,Alabama,35233
URBAN COOKHOUSE FARMER'S MARKET - THE SUMMIT,Birmingham ,Jefferson,Alabama,35243
Birmingham Farmers Market,Birmingham ,Oakland,Michigan,48009
Bisbee Farmers Market,Bisbee,Cochise,Arizona,85603
Bishop Market,Bishop,Inyo,California,
Bishop Farmers' Market - Eastern Sierra Certified Farmers Market,Bishop,Inyo,California,93514
Urban Harvest,Bismarck,Burleigh,North Dakota,
Capitol Farmers Market II,Bismarck,Burleigh,North Dakota,58505
BisMarket,Bismarck,Burleigh,North Dakota,58501
Capital Farmers Market I,Bismarck,Burleigh,North Dakota,
Black EagleFarmers' Market,Black eagle,Cascade,Montana,59414
Black Forest Farmers Market,Black forest,El Paso,Colorado,
Z''s Touch Farmers Market,Black hawk,Meade,South Dakota,57718
Black Mountain Tailgate Market,Black mountain,Buncombe,North Carolina,28711
Jackson County Farmers Market,Black river falls ,Jackson,Wisconsin,54615
Black River Falls Community Farmers' Market,Black river falls ,Jackson,Wisconsin,54615
Black River Falls Downtown Farmer's Market,Black river falls ,Jackson,Wisconsin,54615
Jefferson Township Community Farmers Market,Blacklick,Franklin,Ohio,43004
Community Market of Blacksburg,Blacksburg,Montgomery,Virginia,24060
Blacksburg Farmers Market,Blacksburg,Montgomery,Virginia,24060
Daniels Farmstead,Blackstone,Worcester,Massachusetts,1504
Church Street Farmers' Market,Blackstone,Nottoway,Virginia,23824
Blackwell Farmer's Market,Blackwell,Kay,Oklahoma,74631
Blackwood Farmers' Market,Blackwood,Camden,New Jersey,8012
Port Towns Farmers Mercado,Bladensburg,Prince George's,Maryland,20710
