City,State,Population,Rate,Violent Crime,Murder and Non Negligent Manslaughter,Rape,Robbery,Aggravated Assault,Property Crime,Burglary,Larceny and Theft,Motor Vehicle Theft,Actual Violent Crime,Actual Murder and Non Negligent Manslaughter,Actual Rape,Actual Robbery,Actual Aggravated Assault,Actual Property Crime,Actual Burglary,Actual Larceny and Theft,Actual Motor Vehicle Theft,Percentage Violent Crime,Percentage Murder and Non Negligent Manslaughter,Percentage Rape,Percentage Robbery,Percentage Aggravated Assault,Percentage Property Crime,Percentage Burglary,Percentage Larceny and Theft,Percentage Motor Vehicle Theft
Saginaw,MI,191925,"Rate per 100,000 inhabitants",608.6,9.4,66.7,56.3,476.2,1743.4,435.6,1229.1,78.7,1168.05555,18.04095,128.013975,108.053775,913.94685,3346.02045,836.0253,2358.9501749999995,151.044975,0.6086,0.009399999999999999,0.0667,0.0563,0.47620000000000007,1.7434,0.43560000000000004,1.2290999999999999,0.07869999999999999
Salem,OR,416427,"Rate per 100,000 inhabitants",228.6,4.6,22.6,45.4,156.1,2868.9,424.8,2155.5,288.6,951.952122,19.155642,94.112502,189.057858,650.0425469999999,11946.874203,1768.981896,8976.083985,1201.808322,0.22860000000000003,0.0046,0.022600000000000002,0.0454,0.15609999999999996,2.8689,0.4248,2.1555,0.2886
Salinas,CA,434506,"Rate per 100,000 inhabitants",419.3,12.9,37.3,116.5,252.7,2392.6,383.4,1429.7,579.5,1821.8836580000002,56.05127400000001,162.07073799999998,506.19949,1097.9966619999998,10395.990555999999,1665.8960039999997,6212.1322820000005,2517.96227,0.41930000000000006,0.012900000000000002,0.03729999999999999,0.1165,0.2526999999999999,2.3925999999999994,0.3833999999999999,1.4297,0.5795
Salisbury,MD,397778,"Rate per 100,000 inhabitants",404.5,3.8,39.2,88.5,273.0,2703.8,636.8,1995.8,71.1,1609.01201,15.115564,155.928976,352.03353,1085.93394,10755.121564000001,2533.050304,7938.853324,282.820158,0.40449999999999997,0.0037999999999999996,0.039200000000000006,0.0885,0.27299999999999996,2.7038,0.6367999999999999,1.9958,0.0711
Salt Lake City,UT,1190065,"Rate per 100,000 inhabitants",410.5,3.9,69.5,103.9,233.2,4599.4,612.4,3396.6,590.4,4885.216825,46.412535,827.095175,1236.477535,2775.23158,54735.84961,7287.95806,40421.74779,7026.14376,0.41050000000000003,0.0039,0.06949999999999999,0.10389999999999999,0.23320000000000002,4.5994,0.6124,3.3966000000000003,0.5903999999999999
San Angelo,TX,120833,"Rate per 100,000 inhabitants",333.5,5.0,64.6,48.0,216.0,4538.5,894.6,3389.0,254.9,402.978055,6.04165,78.058118,57.99984,260.99928,5484.005705,1080.972018,4095.03037,308.003317,0.33349999999999996,0.004999999999999999,0.0646,0.048,0.216,4.538499999999999,0.8946,3.389,0.2549
San Antonio-New Braunfels,TX,2426076,"Rate per 100,000 inhabitants",526.4,7.7,65.8,104.9,348.0,4081.9,663.3,3055.2,363.3,12770.864064,186.807852,1596.358008,2544.953724,8442.74448,99029.996244,16092.162107999999,74121.473952,8813.934108000001,0.5264,0.0077,0.0658,0.10490000000000001,0.348,4.0819,0.6632999999999999,3.0552,0.3633
San Diego-Carlsbad,CA,3317259,"Rate per 100,000 inhabitants",330.4,3.0,32.8,83.7,210.8,1850.1,313.2,1204.5,332.4,10960.223736,99.51777,1088.0609519999998,2776.545783,6992.781972000001,61372.608758999995,10389.655187999999,39956.384655,11026.568915999998,0.3304,0.003,0.032799999999999996,0.0837,0.21080000000000002,1.8501,0.3132,1.2045,0.3324
San Francisco-Oakland-Hayward,CA,4688840,"Rate per 100,000 inhabitants",477.7,5.1,33.9,223.2,215.5,3348.1,458.6,2287.9,601.6,22398.58868,239.13084,1589.51676,10465.49088,10104.4502,156987.05204,21503.02024,107275.97036,28208.06144,0.4777,0.0051,0.0339,0.2232,0.21549999999999997,3.3481000000000005,0.45860000000000006,2.2879,0.6016
San Francisco-Redwood City-South San Francisco,CA,1640386,"Rate per 100,000 inhabitants",481.8,4.1,36.6,224.7,216.4,3860.7,493.8,2933.2,433.7,7903.379748,67.255826,600.3812760000001,3685.947342,3549.795304,63330.382302,8100.226068000001,48115.802152,7114.354081999999,0.4818,0.0041,0.03660000000000001,0.22469999999999998,0.2164,3.8606999999999996,0.49380000000000007,2.9332,0.4337
San Jose-Sunnyvale-Santa Clara,CA,1991233,"Rate per 100,000 inhabitants",280.1,2.9,33.0,82.6,161.6,2176.5,384.7,1286.3,505.5,5577.443633000001,57.745757000000005,657.10689,1644.7584579999998,3217.832528,43339.186245,7660.273351,25613.230079,10065.682815,0.28010000000000007,0.0029000000000000002,0.033,0.08259999999999999,0.1616,2.1765,0.3847,1.2863000000000002,0.5055000000000001
San Juan-Carolina-Caguas,Pu,2157729,"Rate per 100,000 inhabitants",245.3,23.4,4.9,123.0,94.0,1190.4,255.6,778.7,156.1,5292.909237000001,504.90858599999996,105.72872100000002,2654.00667,2028.26526,25685.606016000005,5515.155323999999,16802.235723,3368.2149689999997,0.24530000000000002,0.023399999999999997,0.004900000000000002,0.12300000000000003,0.094,1.1904000000000003,0.2556,0.7787000000000001,0.1561
San Luis Obispo-Paso Robles-Arroyo Grande,CA,281827,"Rate per 100,000 inhabitants",395.6,1.4,36.2,31.2,326.8,2372.7,425.4,1769.5,177.8,1114.907612,3.945578,102.02137400000001,87.930024,921.0106360000001,6686.909229,1198.892058,4986.928765,501.088406,0.3956,0.0014,0.0362,0.0312,0.32680000000000003,2.3727,0.4254,1.7694999999999999,0.1778
San Rafael,CA,261129,"Rate per 100,000 inhabitants",181.9,1.1,19.9,64.3,96.5,1905.2,379.5,1318.9,206.8,474.993651,2.8724190000000003,51.964670999999996,167.905947,251.989485,4975.029708,990.984555,3444.030381,540.014772,0.1819,0.0011,0.019899999999999998,0.0643,0.0965,1.9052,0.3795,1.3189,0.20679999999999998
Santa Cruz-Watsonville,CA,274494,"Rate per 100,000 inhabitants",401.1,1.8,43.7,76.1,279.4,3455.4,444.8,2480.9,529.7,1100.9954340000002,4.940892,119.953878,208.88993399999998,766.9362359999999,9484.865676,1220.949312,6809.921646000001,1453.9947180000001,0.40110000000000007,0.0018,0.0437,0.0761,0.2794,3.4554,0.4448,2.4809,0.5297000000000001
Santa Fe,NM,148925,"Rate per 100,000 inhabitants",372.7,1.3,28.2,71.8,271.3,2865.2,1093.8,1580.7,190.7,555.043475,1.936025,41.99685,106.92815,404.033525,4266.9991,1628.94165,2354.057475,283.999975,0.3726999999999999,0.0013000000000000002,0.028200000000000003,0.0718,0.2713,2.8652,1.0937999999999999,1.5807000000000002,0.1907
Santa Maria-Santa Barbara,CA,445908,"Rate per 100,000 inhabitants",342.4,2.9,54.7,72.9,211.9,2193.1,418.9,1500.5,273.6,1526.7889919999998,12.931332,243.91167600000003,325.066932,944.879052,9779.208348,1867.908612,6690.84954,1220.004288,0.3423999999999999,0.0029,0.054700000000000006,0.0729,0.21189999999999998,2.1931,0.4189,1.5005000000000002,0.2736
Santa Rosa,CA,502249,"Rate per 100,000 inhabitants",371.9,2.0,56.1,47.0,266.8,1551.8,304.4,1071.2,176.2,1867.8640309999998,10.04498,281.76168900000005,236.05703,1340.000332,7793.899981999999,1528.845956,5380.0912880000005,884.962738,0.37189999999999995,0.002,0.05610000000000001,0.047,0.26680000000000004,1.5517999999999998,0.3044,1.0712000000000002,0.1762
Savannah,GA,385219,"Rate per 100,000 inhabitants",417.4,13.8,20.5,155.8,227.4,3106.8,665.6,2148.1,293.1,1607.904106,53.160222000000005,78.969895,600.171202,875.988006,11967.983892,2564.017664,8274.889339,1129.0768890000002,0.4174,0.013800000000000002,0.0205,0.1558,0.2274,3.1068000000000002,0.6656,2.1481,0.2931
Seattle-Bellevue-Everett,WA,2950845,"Rate per 100,000 inhabitants",313.3,2.4,36.9,105.6,168.5,3856.3,697.7,2632.0,526.5,9244.997385,70.82028,1088.861805,3116.09232,4972.173825,113793.435735,20588.045565000004,77666.2404,15536.198925,0.3133,0.0024,0.0369,0.10560000000000001,0.16849999999999998,3.8563,0.6977000000000001,2.632,0.5265000000000001
Seattle-Tacoma-Bellevue,WA,3808184,"Rate per 100,000 inhabitants",353.2,2.7,39.5,109.2,201.7,3890.0,726.8,2603.4,559.8,13450.505888,102.82096800000001,1504.23268,4158.536928,7681.107128,148138.3576,27677.881311999998,99142.262256,21318.214032,0.3532,0.0027,0.0395,0.1092,0.20169999999999996,3.8899999999999997,0.7267999999999999,2.6034,0.5598
Sebastian-Vero Beach,FL,150236,"Rate per 100,000 inhabitants",229.6,2.7,14.0,28.6,184.4,1847.8,382.1,1360.5,105.2,344.94185600000003,4.0563720000000005,21.03304,42.967496000000004,277.035184,2776.060808,574.0517560000001,2043.96078,158.048272,0.22960000000000003,0.0027,0.013999999999999999,0.0286,0.1844,1.8478,0.38210000000000005,1.3605,0.1052
Sebring,FL,99857,"Rate per 100,000 inhabitants",327.5,7.0,27.0,49.1,244.3,2670.8,675.0,1875.7,120.2,327.031675,6.98999,26.96139,49.029787,243.95065100000002,2666.9807560000004,674.03475,1873.017749,120.028114,0.3275,0.006999999999999999,0.027,0.0491,0.24430000000000002,2.6708000000000003,0.675,1.8757,0.1202
Sheboygan,WI,115401,"Rate per 100,000 inhabitants",155.1,1.7,25.1,11.3,117.0,1429.8,143.8,1230.5,55.5,178.98695099999998,1.961817,28.965651,13.040313000000001,135.01917,1650.0034979999998,165.946638,1420.009305,64.047555,0.1551,0.0017,0.025100000000000004,0.011300000000000001,0.117,1.4297999999999997,0.1438,1.2305,0.05550000000000001
Sherman-Denison,TX,125998,"Rate per 100,000 inhabitants",273.0,4.0,40.5,31.7,196.8,1989.7,466.7,1350.0,173.0,343.97454,5.03992,51.02919,39.941366,247.96406400000004,2506.982206,588.0326660000001,1700.973,217.97654,0.27299999999999996,0.004,0.040499999999999994,0.0317,0.1968,1.9897000000000002,0.4667,1.35,0.173
Shreveport-Bossier City,LA,442787,"Rate per 100,000 inhabitants",650.9,11.7,46.7,140.7,451.7,3800.5,821.2,2719.8,259.5,2882.100583,51.806079,206.78152900000003,623.001309,2000.0688790000002,16828.119935,3636.1668440000003,12042.920826000001,1149.032265,0.6509,0.0117,0.046700000000000005,0.1407,0.4517,3.8004999999999995,0.8212,2.7198,0.2595
Sierra Vista-Douglas,AZ,125652,"Rate per 100,000 inhabitants",340.6,4.0,24.7,28.7,283.3,2312.7,380.4,1800.2,132.1,427.97071200000005,5.02608,31.036044,36.062124,355.972116,2905.9538039999998,477.98020799999995,2261.987304,165.986292,0.3406,0.004,0.0247,0.0287,0.2833,2.3127,0.38039999999999996,1.8002,0.1321
Silver Spring-Frederick-Rockville,MD,1293480,"Rate per 100,000 inhabitants",188.6,1.3,28.9,62.8,95.6,1451.7,187.6,1187.6,76.5,2439.50328,16.81524,373.81572,812.30544,1236.56688,18777.44916,2426.56848,15361.36848,989.5122,0.1886,0.0013,0.0289,0.0628,0.0956,1.4517,0.1876,1.1876,0.07650000000000001
Sioux City,IA,168846,"Rate per 100,000 inhabitants",300.3,1.8,33.8,37.3,227.4,2658.0,475.6,1931.9,250.5,507.04453800000005,3.039228,57.069948,62.979558,383.955804,4487.92668,803.0315760000001,3261.9358740000002,422.95923,0.30030000000000007,0.0018,0.0338,0.03729999999999999,0.2274,2.6579999999999995,0.4756000000000001,1.9319000000000002,0.2505
Sioux Falls,SD,256120,"Rate per 100,000 inhabitants",388.1,3.9,59.7,48.4,276.0,2514.1,451.0,1797.2,265.9,994.00172,9.98868,152.90364,123.96208,706.8912,6439.11292,1155.1012,4602.98864,681.02308,0.3881,0.0039,0.059699999999999996,0.0484,0.276,2.5140999999999996,0.451,1.7972,0.2659
South Bend-Mishawaka,IN,319742,"Rate per 100,000 inhabitants",463.2,5.0,54.7,153.9,249.6,3054.7,698.4,2069.8,286.5,1481.044944,15.9871,174.89887400000003,492.08293800000007,798.076032,9767.158874,2233.0781279999997,6618.019916,916.06083,0.4632,0.005,0.054700000000000006,0.1539,0.2496,3.0547,0.6983999999999999,2.0698000000000003,0.2865
Spokane-Spokane Valley,WA,553915,"Rate per 100,000 inhabitants",335.6,2.9,58.5,74.2,200.0,5005.6,904.8,3559.6,541.2,1858.93874,16.063535,324.040275,411.00493,1107.83,27726.76924,5011.82292,19717.15834,2997.78798,0.3356,0.0029000000000000002,0.0585,0.0742,0.2,5.0056,0.9047999999999998,3.5596,0.5412
Springfield,IL,210256,"Rate per 100,000 inhabitants",740.1,3.8,69.9,132.7,533.6,3049.1,754.3,2141.7,153.1,1556.104656,7.9897279999999995,146.968944,279.009712,1121.9260160000001,6410.915696,1585.9610079999998,4503.052752,321.901936,0.7401,0.0037999999999999996,0.06989999999999999,0.13269999999999998,0.5336000000000001,3.0491,0.7542999999999999,2.1416999999999997,0.15309999999999999
Springfield,MA,630942,"Rate per 100,000 inhabitants",537.8,2.9,51.2,123.9,359.8,2290.4,530.6,1583.5,176.2,3393.2060759999995,18.297318,323.042304,781.737138,2270.129316,14451.095567999999,3347.778252,9990.96657,1111.7198039999998,0.5378,0.0029,0.051199999999999996,0.12389999999999998,0.3598,2.2903999999999995,0.5306,1.5835000000000001,0.17619999999999997
Springfield,MO,459709,"Rate per 100,000 inhabitants",603.6,2.6,81.8,100.3,419.0,4236.4,715.7,3073.9,446.8,2774.8035240000004,11.952434000000002,376.04196199999996,461.08812699999993,1926.18071,19475.112075999998,3290.137313,14130.994951,2053.979812,0.6036,0.0026000000000000003,0.0818,0.10029999999999997,0.41900000000000004,4.236399999999999,0.7157,3.0739,0.4468
Springfield,OH,135331,"Rate per 100,000 inhabitants",348.0,3.7,34.0,145.6,164.8,4010.9,960.6,2803.5,246.8,470.95188,5.0072470000000004,46.01254,197.04193599999996,223.025488,5427.991078999999,1299.9895860000001,3794.004585,333.996908,0.348,0.0037000000000000006,0.034,0.14559999999999998,0.1648,4.0108999999999995,0.9606000000000001,2.8035,0.24680000000000002
St. Cloud,MN,195241,"Rate per 100,000 inhabitants",198.7,0.5,49.7,34.8,113.7,2375.5,272.5,1999.6,103.5,387.94386699999995,0.976205,97.034777,67.943868,221.989017,4637.949955,532.031725,3904.0390359999997,202.074435,0.19869999999999996,0.0005,0.04970000000000001,0.0348,0.1137,2.3755,0.2725,1.9996,0.1035
St. George,UT,159745,"Rate per 100,000 inhabitants",169.0,0.0,49.5,11.9,107.7,1725.9,365.0,1237.6,123.3,269.96905,0.0,79.073775,19.009655,172.045365,2757.038955,583.06925,1977.00412,196.965585,0.16899999999999998,0.0,0.0495,0.011899999999999999,0.1077,1.7259,0.365,1.2376,0.12329999999999999
St. Joseph,MO,126595,"Rate per 100,000 inhabitants",420.2,7.9,47.4,86.9,278.1,4061.0,726.7,2827.9,506.3,531.95219,10.001005,60.00603,110.011055,352.060695,5141.02295,919.965865,3579.980005,640.950485,0.4202,0.007899999999999999,0.047400000000000005,0.0869,0.2781,4.060999999999999,0.7267,2.8278999999999996,0.5063
St. Louis,MO,2811156,"Rate per 100,000 inhabitants",,11.1,38.1,122.5,,2490.2,442.5,1801.5,246.3,,312.03831599999995,1071.050436,3443.6661,,70003.406712,12439.3653,50642.97534,6923.877228,,0.011099999999999999,0.0381,0.1225,,2.4901999999999997,0.4425,1.8014999999999999,0.2463
State College,PA,161409,"Rate per 100,000 inhabitants",94.2,1.2,40.3,11.8,40.9,1065.0,147.5,899.6,18.0,152.047278,1.9369079999999999,65.047827,19.046262000000002,66.01628099999999,1719.00585,238.078275,1452.035364,29.05362,0.0942,0.0012,0.040299999999999996,0.011800000000000001,0.0409,1.065,0.1475,0.8996000000000001,0.018
Staunton-Waynesboro,VA,119934,"Rate per 100,000 inhabitants",132.6,5.8,27.5,13.3,85.9,1455.8,234.3,1148.1,73.4,159.03248399999998,6.956172,32.98185,15.951222000000001,103.02330600000002,1745.9991719999998,281.00536200000005,1376.9622539999998,88.03155600000001,0.1326,0.0058,0.0275,0.013300000000000001,0.08590000000000002,1.4557999999999998,0.23430000000000004,1.1481,0.0734
Stockton-Lodi,CA,729104,"Rate per 100,000 inhabitants",823.6,8.5,30.2,222.7,562.2,3103.7,581.4,2036.5,485.8,6004.900544,61.97384,220.18940800000001,1623.7146079999998,4099.022688,22629.200847999997,4239.0106559999995,14848.20296,3541.987232,0.8236,0.0085,0.0302,0.22269999999999998,0.5622,3.1036999999999995,0.5813999999999999,2.0365,0.4858
Sumter,SC,107671,"Rate per 100,000 inhabitants",590.7,3.7,28.8,66.9,491.3,3286.9,941.8,2144.5,200.6,636.012597,3.9838270000000002,31.009248000000003,72.03189900000001,528.9876230000001,3539.0380990000003,1014.045478,2309.004595,215.988026,0.5907,0.0037000000000000006,0.0288,0.06690000000000002,0.49130000000000007,3.2869,0.9418,2.1445,0.2006
Syracuse,NY,655589,"Rate per 100,000 inhabitants",276.4,5.3,51.3,65.6,154.2,1958.2,347.9,1516.3,94.0,1812.047996,34.746216999999994,336.31715699999995,430.06638399999997,1010.918238,12837.743798,2280.794131,9940.696006999999,616.25366,0.2764,0.005299999999999999,0.05129999999999999,0.0656,0.1542,1.9582,0.34790000000000004,1.5162999999999998,0.094
Tacoma-Lakewood,WA,857339,"Rate per 100,000 inhabitants",490.2,3.5,48.6,121.8,316.3,4006.1,826.9,2505.0,674.3,4202.675778,30.006865,416.66675399999997,1044.238902,2711.763257,34345.857679,7089.336191,21476.34195,5781.036877,0.4902,0.0035000000000000005,0.0486,0.1218,0.3163,4.0061,0.8269000000000001,2.5050000000000003,0.6743
Tallahassee,FL,380448,"Rate per 100,000 inhabitants",631.6,4.5,74.6,127.5,425.0,4095.4,871.1,2869.0,355.4,2402.909568,17.12016,283.81420799999995,485.0712,1616.904,15580.867392,3314.082528,10915.05312,1352.1121919999998,0.6316,0.0045,0.07459999999999999,0.12749999999999997,0.42500000000000004,4.0954,0.8711,2.869,0.35539999999999994
Tampa-St. Petersburg-Clearwater,FL,3020266,"Rate per 100,000 inhabitants",340.8,3.9,32.7,75.6,228.7,2333.9,393.9,1761.9,178.1,10293.066528000001,117.790374,987.626982,2283.321096,6907.348341999999,70489.98817400001,11896.827774,53214.06665400001,5379.0937460000005,0.34080000000000005,0.0039,0.0327,0.0756,0.2287,2.3339000000000008,0.3939,1.7619000000000002,0.17810000000000004
Texarkana,TX,149537,"Rate per 100,000 inhabitants",447.4,7.4,57.5,58.2,324.3,3312.2,734.9,2347.9,229.4,669.028538,11.065738,85.983775,87.030534,484.948491,4952.964513999999,1098.9474129999999,3510.9792230000003,343.03787800000003,0.4474000000000001,0.0073999999999999995,0.057499999999999996,0.0582,0.3243,3.3122,0.7348999999999999,2.3479000000000005,0.2294
The Villages,FL,124785,"Rate per 100,000 inhabitants",234.0,0.8,20.0,9.6,203.6,875.9,222.0,611.5,42.5,291.9969,0.99828,24.957,11.97936,254.06226,1092.991815,277.0227,763.060275,53.033625,0.234,0.0007999999999999999,0.02,0.009600000000000001,0.2036,0.8759000000000001,0.22199999999999998,0.6115,0.0425
Toledo,OH,604373,"Rate per 100,000 inhabitants",616.8,7.1,71.6,149.2,388.8,2902.2,732.5,2005.7,164.0,3727.7726639999996,42.910483,432.731068,901.724516,2349.802224,17540.113205999998,4427.032225,12121.909261,991.17172,0.6167999999999999,0.0071,0.0716,0.1492,0.3888,2.9021999999999997,0.7325,2.0057,0.164
Topeka,KS,232459,"Rate per 100,000 inhabitants",391.5,9.0,32.7,108.8,240.9,3864.8,650.4,2791.5,422.9,910.076985,20.92131,76.014093,252.915392,559.993731,8984.075432,1511.9133359999998,6489.092985,983.0691109999999,0.3915,0.009,0.03270000000000001,0.1088,0.2409,3.8648000000000002,0.6504,2.7915,0.42289999999999994
Trenton,NJ,370221,"Rate per 100,000 inhabitants",402.5,6.8,28.9,158.6,208.3,1778.7,429.5,1203.1,146.1,1490.139525,25.175027999999998,106.993869,587.170506,771.170343,6585.120927000001,1590.099195,4454.1288509999995,540.892881,0.40249999999999997,0.0068,0.028900000000000002,0.15860000000000002,0.2083,1.7787000000000002,0.4295,1.2030999999999998,0.1461
Tucson,AZ,1017936,"Rate per 100,000 inhabitants",496.4,4.8,57.2,141.0,293.4,4266.7,599.7,3401.9,265.0,5053.034304,48.860928,582.259392,1435.28976,2986.6242239999997,43432.275312,6104.562192,34629.164784,2697.5304,0.49639999999999995,0.0048000000000000004,0.0572,0.141,0.29339999999999994,4.266699999999999,0.5997,3.4019,0.265
Tulsa,OK,984554,"Rate per 100,000 inhabitants",588.9,9.2,68.1,126.4,385.3,3622.9,889.8,2245.4,487.6,5798.038506,90.57896799999999,670.4812739999999,1244.4762560000001,3793.486562,35669.406866,8760.561491999999,22107.175516,4800.6853040000005,0.5889,0.009199999999999998,0.06809999999999998,0.1264,0.38530000000000003,3.6228999999999996,0.8897999999999999,2.2453999999999996,0.48760000000000003
Tuscaloosa,AL,241294,"Rate per 100,000 inhabitants",368.0,7.5,38.1,94.1,228.4,2787.5,646.5,1966.9,174.1,887.96192,18.09705,91.933014,227.05765399999999,551.115496,6726.07025,1559.96571,4746.011686,420.092854,0.368,0.0075,0.0381,0.09409999999999999,0.2284,2.7875,0.6465,1.9668999999999999,0.1741
Tyler,TX,224848,"Rate per 100,000 inhabitants",327.3,3.1,37.4,67.2,219.7,,,,192.1,735.9275040000001,6.970288,84.09315199999999,151.097856,493.99105599999996,,,,431.933008,0.32730000000000004,0.0031000000000000003,0.037399999999999996,0.06720000000000001,0.21969999999999998,,,,0.1921
Urban Honolulu,HI,995572,"Rate per 100,000 inhabitants",334.6,1.6,38.4,84.0,210.6,3072.8,377.5,2258.8,436.5,3331.1839120000004,15.929152000000002,382.299648,836.28048,2096.6746319999997,30591.936416000004,3758.2843,22487.980336000004,4345.67178,0.33460000000000006,0.0016000000000000003,0.038400000000000004,0.084,0.21059999999999998,3.0728000000000004,0.37749999999999995,2.2588000000000004,0.4365
Utica-Rome,NY,292919,"Rate per 100,000 inhabitants",265.9,1.4,63.8,51.9,148.8,1889.3,344.8,1484.7,59.7,778.8716209999999,4.100866,186.882322,152.024961,435.863472,5534.118667,1009.9847120000001,4348.968393,174.872643,0.26589999999999997,0.0014,0.0638,0.051899999999999995,0.1488,1.8893,0.3448,1.4847000000000001,0.059699999999999996
Valdosta,GA,143315,"Rate per 100,000 inhabitants",320.3,4.9,20.2,67.0,228.2,3292.7,715.9,2403.1,173.7,459.037945,7.022435,28.94963,96.02105,327.04483,4718.933005,1025.992085,3444.002765,248.938155,0.3203,0.0049,0.0202,0.067,0.2282,3.2927,0.7159000000000001,2.4031000000000002,0.1737
Vallejo-Fairfield,CA,437638,"Rate per 100,000 inhabitants",462.0,5.5,46.6,147.8,262.1,2677.8,776.2,1407.1,494.5,2021.88756,24.07009,203.939308,646.828964,1147.0491980000002,11719.070364000001,3396.9461560000004,6158.004298,2164.11991,0.462,0.0055000000000000005,0.0466,0.14780000000000001,0.26210000000000006,2.6778000000000004,0.7762000000000001,1.4071,0.4945
Vineland-Bridgeton,NJ,154814,"Rate per 100,000 inhabitants",518.0,7.1,41.3,215.1,254.5,3637.9,859.7,2660.0,118.2,801.93652,10.991793999999999,63.93818199999999,333.004914,394.00163,5631.978506,1330.935958,4118.0524,182.990148,0.518,0.007099999999999999,0.041299999999999996,0.21509999999999996,0.2545,3.6379,0.8597,2.6599999999999997,0.11820000000000001
Virginia Beach-Norfolk-Newport News,VA,1724733,"Rate per 100,000 inhabitants",352.1,9.5,37.3,104.7,200.6,2810.9,375.2,2258.3,177.5,6072.784893000001,163.849635,643.325409,1805.795451,3459.814398,48480.519897,6471.198216000001,38949.645339,3061.401075,0.3521000000000001,0.0095,0.0373,0.1047,0.2006,2.8108999999999997,0.37520000000000003,2.2583,0.17750000000000002
Visalia-Porterville,CA,460141,"Rate per 100,000 inhabitants",352.9,7.2,29.3,71.5,244.9,2522.7,585.0,1478.9,458.8,1623.8375889999998,33.130152,134.821313,329.000815,1126.885309,11607.977006999998,2691.82485,6805.025249000001,2111.126908,0.35289999999999994,0.0072,0.029300000000000003,0.0715,0.24490000000000003,2.5226999999999995,0.585,1.4789,0.4588
Waco,TX,263878,"Rate per 100,000 inhabitants",424.1,2.7,78.4,71.6,271.3,2785.8,598.0,2071.8,116.0,1119.106598,7.124706000000001,206.88035200000002,188.93664799999996,715.901014,7351.113324000001,1577.99044,5467.024404000001,306.09848,0.4241,0.0027,0.07840000000000001,0.07159999999999998,0.2713,2.7858000000000005,0.598,2.0718000000000005,0.116
Walla Walla,WA,64789,"Rate per 100,000 inhabitants",250.0,3.1,55.6,30.9,160.5,3164.1,563.4,2353.8,247.0,161.9725,2.0084589999999998,36.022684,20.019800999999998,103.986345,2049.988749,365.021226,1525.003482,160.02883,0.25,0.0030999999999999995,0.0556,0.030899999999999997,0.1605,3.1641000000000004,0.5634,2.3538,0.247
Warner Robins,GA,189578,"Rate per 100,000 inhabitants",452.1,4.7,23.7,100.8,322.8,3540.0,693.6,2653.3,193.1,857.082138,8.910166,44.929986,191.09462399999998,611.957784,6711.0612,1314.913008,5030.073074,366.075118,0.4521,0.0047,0.0237,0.1008,0.3228,3.54,0.6936,2.6533,0.19309999999999997
Warren-Troy-Farmington Hills,MI,2555140,"Rate per 100,000 inhabitants",228.3,2.0,40.6,31.1,154.7,1368.6,236.6,1014.8,117.2,5833.38462,51.1028,1037.38684,794.64854,3952.80158,34969.64604,6045.46124,25929.56072,2994.62408,0.22829999999999998,0.002,0.0406,0.031100000000000003,0.1547,1.3686,0.2366,1.0148000000000001,0.11720000000000001
Washington-Arlington-Alexandria,DC,4858787,"Rate per 100,000 inhabitants",331.3,5.3,31.2,120.4,174.4,1947.1,183.0,1624.9,139.2,16097.161331000001,257.51571099999995,1515.941544,5849.979548000001,8473.724528,94605.441677,8891.58021,78950.429963,6763.431504,0.33130000000000004,0.005299999999999999,0.0312,0.12040000000000002,0.1744,1.9470999999999998,0.183,1.6249,0.1392
Washington-Arlington-Alexandria,DC,6152267,"Rate per 100,000 inhabitants",301.3,4.5,30.7,108.3,157.8,1842.9,183.9,1533.0,126.0,18536.780471000002,276.852015,1888.745969,6662.905161000001,9708.277326,113380.12854300001,11314.019013,94314.25311,7751.85642,0.30130000000000007,0.0045,0.030700000000000005,0.10830000000000002,0.1578,1.8429000000000002,0.18389999999999998,1.5330000000000001,0.126
Waterloo-Cedar Falls,IA,170888,"Rate per 100,000 inhabitants",442.4,1.8,53.8,42.1,344.7,1981.4,525.5,1338.9,117.0,756.008512,3.075984,91.93774400000001,71.943848,589.050936,3385.974832,898.01644,2288.019432,199.93896,0.4424,0.0018,0.05380000000000001,0.042100000000000005,0.3447,1.9813999999999998,0.5255,1.3389,0.117
Watertown-Fort Drum,NY,117080,"Rate per 100,000 inhabitants",240.0,1.7,78.6,14.5,145.2,1775.7,298.1,1435.8,41.9,280.992,1.99036,92.02488,16.9766,170.00016,2078.98956,349.01548,1681.03464,49.05652,0.24000000000000002,0.0017,0.07859999999999999,0.0145,0.1452,1.7756999999999998,0.29810000000000003,1.4358000000000002,0.0419
Wausau,WI,136010,"Rate per 100,000 inhabitants",132.3,0.7,28.7,19.9,83.1,1313.9,217.6,1051.4,44.8,179.94123,0.95207,39.03487,27.06599,113.02431,1787.03539,295.95776,1430.00914,60.93248,0.1323,0.0007,0.0287,0.019899999999999998,0.08310000000000001,1.3139,0.2176,1.0514,0.0448
Weirton-Steubenville,WV,119362,"Rate per 100,000 inhabitants",159.2,1.7,20.9,36.0,100.5,1801.2,294.1,1449.4,57.8,190.02430399999997,2.029154,24.946658,42.97032,119.95881,2149.948344,351.04364200000003,1730.032828,68.991236,0.15919999999999995,0.0017,0.0209,0.036000000000000004,0.1005,1.8012000000000001,0.29410000000000003,1.4494000000000002,0.0578
